2,12836,0
2,3016,0
2,437,0
3,16886,0
5,11305,0
5,5781,0
5,9514,0
5,7674,0
5,242,0
5,5874,0
5,11440,0
6,74,0
6,1871,0
7,334,0
8,9130,0
8,15318,0
9,9336,0
10,16576,0
13,4345,0
13,6166,0
13,180,0
13,15495,0
13,250,0
13,15228,0
13,1879,0
14,13715,0
14,15662,0
14,15772,0
14,13825,0
14,2601,0
14,9520,0
14,1880,0
15,6386,0
15,13418,0
15,13321,0
15,15298,0
15,15229,0
15,343,0
16,1333,0
19,15174,0
20,15401,0
20,13423,0
20,13324,0
20,15300,0
20,4389,0
20,7415,0
20,15329,0
21,2848,0
21,4591,0
21,2663,0
21,15330,0
23,9707,0
23,11601,0
23,12827,0
23,5954,0
23,10965,0
23,5697,0
23,1890,0
25,15238,0
25,7723,0
26,1957,0
27,11701,0
27,1895,0
28,4815,0
28,13085,0
28,16467,0
29,9604,0
31,2168,0
31,6180,0
31,9536,0
31,268,0
32,7473,0
32,9315,0
32,9411,0
32,7573,0
32,6027,0
32,9534,0
32,1898,0
33,9715,0
33,11609,0
33,198,0
33,5776,0
33,69,0
33,5706,0
33,1899,0
34,1964,0
34,9645,0
34,2336,0
34,6346,0
34,16288,0
34,1805,0
34,15343,0
35,1899,0
35,1542,0
35,7732,0
36,15416,0
36,102,0
36,10778,0
36,8902,0
36,4189,0
36,1999,0
39,15252,0
40,4201,0
41,12515,0
41,1032,0
41,206,0
41,15521,0
41,3257,0
41,11576,0
41,11472,0
43,243,0
43,2117,0
43,2213,0
43,342,0
43,4023,0
43,11788,0
43,1909,0
46,2387,0
46,10071,0
46,4151,0
46,8120,0
46,8859,0
46,11995,0
46,7745,0
47,5692,0
47,3859,0
47,13784,0
47,15734,0
47,11192,0
47,5533,0
47,15355,0
51,15430,0
51,13459,0
51,13357,0
51,15331,0
51,10049,0
51,15262,0
53,217,0
53,13225,0
53,6959,0
55,322,0
58,12764,0
58,2463,0
58,14168,0
58,2888,0
58,13195,0
58,7586,0
59,5925,0
59,14861,0
59,7658,0
60,5736,0
60,1926,0
64,13843,0
64,11916,0
64,5553,0
64,17068,0
64,11887,0
64,13652,0
64,15377,0
66,2006,0
66,3882,0
66,10676,0
66,5619,0
66,4786,0
66,5746,0
66,1934,0
67,11937,0
68,437,0
69,11579,0
69,139,0
69,4175,0
69,5998,0
69,507,0
69,11404,0
69,15383,0
70,7484,0
73,7841,0
73,6032,0
73,15289,0
73,17242,0
73,13454,0
73,7674,0
73,15387,0
74,7777,0
74,5975,0
74,11963,0
74,13894,0
74,6134,0
74,11410,0
74,15388,0
75,16867,0
75,1941,0
76,5726,0
76,148,0
76,49,0
76,5626,0
76,16911,0
76,9383,0
76,1942,0
77,1385,0
78,9169,0
78,14471,0
78,3796,0
78,5628,0
78,11166,0
78,1853,0
78,6357,0
80,15640,0
80,10555,0
81,8156,0
81,5380,0
82,11845,0
82,361,0
83,4649,0
86,354,0
88,7358,0
88,16965,0
88,16380,0
90,16883,0
90,13299,0
90,7828,0
90,6018,0
90,3815,0
90,15305,0
90,9306,0
91,11534,0
92,16119,0
92,14169,0
92,3891,0
92,13911,0
92,14358,0
92,8503,0
92,7791,0
97,12836,0
97,336,0
98,6025,0
100,6122,0
100,15585,0
101,5749,0
101,3916,0
101,13851,0
101,15795,0
101,11249,0
101,5582,0
101,15415,0
104,5050,0
104,6848,0
104,3318,0
104,8789,0
104,3194,0
104,565,0
104,1968,0
108,4796,0
108,14581,0
112,4249,0
112,2388,0
112,10999,0
112,3327,0
112,9702,0
112,4085,0
112,10406,0
113,13825,0
113,11898,0
113,2423,0
113,4283,0
113,12082,0
113,5595,0
113,5690,0
119,5694,0
119,587,0
119,4299,0
119,4562,0
119,13055,0
119,15531,0
119,1984,0
122,5956,0
122,7757,0
122,91,0
122,15406,0
122,4104,0
122,1893,0
122,1988,0
126,9536,0
128,15516,0
128,5873,0
128,301,0
128,15684,0
128,12388,0
129,2270,0
129,397,0
129,11609,0
129,13510,0
129,17232,0
129,11267,0
129,5706,0
131,1899,0
131,33,0
132,16724,0
132,16012,0
132,8797,0
132,10668,0
132,2854,0
132,2102,0
132,5711,0
133,204,0
133,104,0
133,5681,0
133,6848,0
136,15918,0
136,15450,0
136,4843,0
136,6650,0
136,5107,0
136,4168,0
136,15448,0
137,10623,0
139,6162,0
139,7976,0
139,507,0
139,15839,0
139,8769,0
139,11684,0
139,11579,0
140,6424,0
140,4617,0
140,15354,0
140,11828,0
140,11965,0
140,6254,0
140,15453,0
141,342,0
141,5621,0
141,5720,0
143,5691,0
144,315,0
146,15734,0
146,5657,0
146,317,0
146,3734,0
146,9664,0
146,1913,0
146,2015,0
147,1266,0
151,320,0
151,15631,0
154,11510,0
154,12508,0
155,13225,0
155,11318,0
155,7178,0
155,9023,0
155,17087,0
155,13050,0
155,13154,0
158,969,0
158,14450,0
158,4258,0
158,6075,0
158,9041,0
158,6206,0
158,15469,0
159,2129,0
161,6929,0
161,5736,0
163,8317,0
163,4357,0
163,8103,0
163,6280,0
163,11442,0
163,5832,0
163,2032,0
165,2303,0
165,13911,0
166,5555,0
166,7344,0
166,333,0
166,8036,0
166,9754,0
166,15579,0
166,2035,0
169,8675,0
169,9722,0
169,6896,0
170,4175,0
170,15651,0
170,408,0
171,11476,0
171,9581,0
171,13483,0
171,15454,0
171,9551,0
171,11303,0
172,2042,0
175,6335,0
176,13254,0
176,11346,0
176,11252,0
176,13150,0
176,1765,0
176,5468,0
176,15492,0
177,9266,0
178,14084,0
178,3611,0
180,5823,0
180,250,0
180,7524,0
180,11018,0
180,13155,0
180,4345,0
180,2051,0
183,9704,0
183,4596,0
183,2495,0
183,4350,0
183,11945,0
183,15596,0
183,15499,0
184,425,0
185,2327,0
185,452,0
185,4931,0
187,11413,0
190,2331,0
190,455,0
190,7279,0
190,9124,0
190,631,0
190,1955,0
190,15505,0
191,2136,0
191,7635,0
191,15491,0
191,1074,0
191,10675,0
191,1956,0
191,15506,0
192,12860,0
192,13397,0
192,13223,0
193,15239,0
193,11701,0
193,9585,0
193,2065,0
194,5838,0
194,4010,0
194,2090,0
194,9999,0
194,4365,0
194,5671,0
194,5770,0
195,364,0
196,13535,0
196,7888,0
196,562,0
196,15899,0
