5674.467321,5674.467321,5306.677773,1,1302,7,34,
5438.031183,5280.407091,5332.948455,1,552,3,9,
5254.136409,5254.136409,5464.301865,1,795,5,8,
5332.948455,5490.572547,5700.738003,1,1579,5,7,
5727.008685,5727.008685,5569.384593,1,972,8,6,
5700.738003,5595.655275,5648.196639,7,1298,2,6,
5385.489819,5700.738003,5385.489819,7,326,6,15,
5254.136409,5359.219137,5516.843229,7,1038,5,15,
5490.572547,5543.113911,5648.196639,7,1552,6,9,
5490.572547,5700.738003,5700.738003,7,1501,6,22,
5411.760501,5621.925957,5411.760501,7,1188,1,23,
5543.113911,5385.489819,5280.407091,9,784,23,9,
5280.407091,5700.738003,5648.196639,9,875,7,5,
5280.407091,5648.196639,5595.655275,9,1089,2,22,
5490.572547,5648.196639,5700.738003,9,714,5,6,
5332.948455,5648.196639,5385.489819,11,1501,3,31,
5727.008685,5569.384593,5464.301865,11,716,5,6,
5411.760501,5306.677773,5674.467321,11,981,5,9,
5280.407091,5332.948455,5438.031183,12,582,1,5,
5516.843229,5306.677773,5359.219137,12,1568,4,21,
5595.655275,5700.738003,5543.113911,12,399,6,11,
5569.384593,5359.219137,5621.925957,12,1555,8,10,
5621.925957,5674.467321,5727.008685,12,799,6,7,
5385.489819,5438.031183,5543.113911,14,567,2,5,
5359.219137,5621.925957,5621.925957,14,1551,4,8,
5359.219137,5674.467321,5569.384593,14,1088,4,14,
5254.136409,5464.301865,5306.677773,14,491,7,8,
5569.384593,5254.136409,5674.467321,14,534,9,7,
5411.760501,5359.219137,5359.219137,17,1720,8,6,
5621.925957,5306.677773,5727.008685,17,736,3,3,
5674.467321,5254.136409,5569.384593,17,1274,2,6,
5595.655275,5543.113911,5543.113911,17,975,3,15,
5490.572547,5332.948455,5490.572547,17,112,5,38,
5727.008685,5306.677773,5411.760501,18,1259,3,10,
5332.948455,5332.948455,5385.489819,19,1691,4,8,
5648.196639,5543.113911,5648.196639,19,987,4,4,
5464.301865,5516.843229,5254.136409,20,1638,1,7,
5385.489819,5280.407091,5332.948455,20,1705,2,12,
5621.925957,5254.136409,5569.384593,20,541,2,8,
5516.843229,5464.301865,5411.760501,22,575,4,5,
5438.031183,5438.031183,5280.407091,22,1559,5,10,
5254.136409,5621.925957,5516.843229,22,1516,5,11,
5332.948455,5700.738003,5280.407091,22,531,4,5,
5700.738003,5648.196639,5490.572547,22,492,1,6,
5385.489819,5595.655275,5700.738003,22,422,2,13,
5280.407091,5543.113911,5700.738003,22,990,6,4,
5254.136409,5306.677773,5464.301865,24,400,4,12,
5490.572547,5385.489819,5595.655275,24,1379,5,5,
5648.196639,5700.738003,5438.031183,24,505,3,6,
5569.384593,5569.384593,5464.301865,24,1716,10,4,
5411.760501,5464.301865,5359.219137,24,1365,12,3,
5306.677773,5254.136409,5621.925957,24,333,13,6,
5543.113911,5332.948455,5332.948455,24,992,6,9,
5280.407091,5490.572547,5648.196639,25,1563,2,22,
5595.655275,5280.407091,5280.407091,25,1032,5,11,
5332.948455,5595.655275,5332.948455,25,770,4,17,
5411.760501,5569.384593,5727.008685,26,1097,6,5,
5543.113911,5438.031183,5700.738003,26,770,3,8,
5543.113911,5700.738003,5332.948455,28,840,1,5,
5674.467321,5464.301865,5411.760501,28,1572,5,9,
5280.407091,5595.655275,5385.489819,28,1443,6,3,
5516.843229,5359.219137,5411.760501,32,1244,4,19,
5569.384593,5516.843229,5569.384593,32,63,1,9,
5700.738003,5385.489819,5332.948455,32,796,3,10,
5621.925957,5727.008685,5569.384593,32,1557,5,12,
5359.219137,5569.384593,5254.136409,32,214,6,13,
5569.384593,5411.760501,5727.008685,32,1177,6,5,
5411.760501,5411.760501,5306.677773,32,1000,2,25,
5464.301865,5674.467321,5621.925957,35,751,6,7,
5674.467321,5621.925957,5621.925957,35,1509,8,4,
5359.219137,5464.301865,5727.008685,35,1554,7,8,
5359.219137,5727.008685,5359.219137,35,793,3,11,
5595.655275,5595.655275,5490.572547,35,987,4,11,
5727.008685,5359.219137,5359.219137,35,377,8,28,
5648.196639,5490.572547,5490.572547,36,1421,3,5,
5464.301865,5464.301865,5621.925957,36,105,2,6,
5411.760501,5674.467321,5516.843229,36,679,6,16,
5464.301865,5727.008685,5674.467321,36,250,6,4,
5385.489819,5332.948455,5385.489819,36,1041,5,4,
5516.843229,5516.843229,5254.136409,36,783,3,7,
5254.136409,5727.008685,5621.925957,38,630,6,15,
5438.031183,5385.489819,5648.196639,40,837,5,7,
5254.136409,5569.384593,5569.384593,40,1150,3,17,
5464.301865,5569.384593,5674.467321,40,1353,2,6,
5306.677773,5674.467321,5359.219137,44,1036,17,7,
5700.738003,5490.572547,5543.113911,44,286,3,10,
5438.031183,5280.407091,5700.738003,44,1415,3,13,
5254.136409,5254.136409,5411.760501,44,431,3,11,
5490.572547,5438.031183,5543.113911,44,975,2,12,
5569.384593,5727.008685,5516.843229,44,570,1,6,
